web-scraper-order,web-scraper-start-url,Deck-Selector,Deck-Selector-href,Card-Selector,Card-Selector-href,Card-Name
"1727118776-24","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Toon deck","https://ygoprodeck.com/deck/toon-deck-19303","","https://ygoprodeck.com/card/?search=31733941","Red-Eyes Toon Dragon"
"1727118778-25","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Toon deck","https://ygoprodeck.com/deck/toon-deck-19303","","https://ygoprodeck.com/card/?search=91842653","Toon Summoned Skull"
"1727118782-26","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Toon deck","https://ygoprodeck.com/deck/toon-deck-19303","","https://ygoprodeck.com/card/?search=90960358","Toon Dark Magician Girl"
"1727118784-27","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Toon deck","https://ygoprodeck.com/deck/toon-deck-19303","","https://ygoprodeck.com/card/?search=83629030","Toon Cyber Dragon"
"1727118787-28","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Toon deck","https://ygoprodeck.com/deck/toon-deck-19303","","https://ygoprodeck.com/card/?search=15270885","Toon Goblin Attack Force"
"1727118790-29","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Toon deck","https://ygoprodeck.com/deck/toon-deck-19303","","https://ygoprodeck.com/card/?search=16392422","Toon Masked Sorcerer"
"1727118792-30","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Toon deck","https://ygoprodeck.com/deck/toon-deck-19303","","https://ygoprodeck.com/card/?search=79875176","Toon Cannon Soldier"
"1727118795-31","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Toon deck","https://ygoprodeck.com/deck/toon-deck-19303","","https://ygoprodeck.com/card/?search=42386471","Toon Gemini Elf"
"1727118798-32","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Toon deck","https://ygoprodeck.com/deck/toon-deck-19303","","https://ygoprodeck.com/card/?search=65458948","Toon Mermaid"
"1727118803-33","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=1992816","Number 9: Dyson Sphere"
"1727118805-34","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=95474755","Number 89: Diablosis the Mind Hacker"
"1727118808-35","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=23085002","Number 68: Sanaphond the Sky Prison"
"1727118810-36","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=80117527","Number 11: Big Eye"
"1727118812-37","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=31801517","Number 62: Galaxy-Eyes Prime Photon Dragon"
"1727118815-38","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=12632096","Neo Galaxy-Eyes Cipher Dragon"
"1727118817-39","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=58820923","Number 95: Galaxy-Eyes Dark Matter Dragon"
"1727118819-40","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=2530830","Galaxy-Eyes Cipher Blade Dragon"
"1727118821-41","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=18963306","Galaxy-Eyes Cipher Dragon"
"1727118823-42","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=56111151","Kyoutou Waterfront"
"1727118825-43","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=82732705","Skill Drain"
"1727118828-44","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=94739788","Remove Brainwashing"
"1727118830-45","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=8267140","Cosmic Cyclone"
"1727118832-46","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=43898403","Twin Twisters"
"1727118834-47","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=5318639","Mystical Space Typhoon"
"1727118836-48","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=73628505","Terraforming"
"1727118838-49","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=38120068","Trade-In"
"1727118840-50","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=1475311","Allure of Darkness"
"1727118843-51","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=48770333","Thunder King, the Lightningstrike Kaiju"
"1727118846-52","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=11163040","The Kaiju Files"
"1727118848-53","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=84769941","Super Anti-Kaiju War Machine Mecha-Dogoran"
"1727118851-54","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=28674152","Radian, the Multidimensional Kaiju"
"1727118853-55","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=29726552","Kumongous, the Sticky String Kaiju"
"1727118855-56","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=81057455","Kaiju Capture Mission"
"1727118858-57","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=63941210","Jizukiru, the Star Destroying Kaiju"
"1727118860-58","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=99330325","Interrupted Kaiju Slumber"
"1727118862-59","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=55063751","Gameciel, the Sea Turtle Kaiju"
"1727118865-60","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=36956512","Gadarla, the Mystery Dust Kaiju"
"1727118867-61","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Kaiju","https://ygoprodeck.com/deck/kaiju-13519","","https://ygoprodeck.com/card/?search=93332803","Dogoran, the Mad Flame Kaiju"
"1727118872-62","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=47475363","Drowning Mirror Force"
"1727118874-63","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=44095762","Mirror Force"
"1727118877-64","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=40465719","Common Charity"
"1727118880-65","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=36361633","Threatening Roar"
"1727118883-66","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=24268052","Defense Draw"
"1727118885-67","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=12607053","Waboku"
"1727118888-68","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=33904024","Shard of Greed"
"1727118890-69","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=98645731","Pot of Duality"
"1727118892-70","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=75500286","Gold Sarcophagus"
"1727118895-71","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=45809008","Destiny Draw"
"1727118898-72","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=10667321","Ancient Rules"
"1727118900-73","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=19665973","Battle Fader"
"1727118902-74","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=45812361","Cardcar D"
"1727118905-75","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=26202165","Sangan"
"1727118907-76","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=33396948","Exodia the Forbidden One"
"1727118910-77","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=17132130","Destiny HERO - Dogma"
"1727118913-78","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=70903634","Right Arm of the Forbidden One"
"1727118915-79","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=44519536","Left Leg of the Forbidden One"
"1727118918-80","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=8124921","Right Leg of the Forbidden One"
"1727118920-81","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=7902349","Left Arm of the Forbidden One"
"1727118922-82","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Exodia Deck","https://ygoprodeck.com/deck/exodia-deck-18973","","https://ygoprodeck.com/card/?search=89631146","Blue-Eyes White Dragon"
"1727118927-83","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=30604579","Thor, Lord of the Aesir"
"1727118930-84","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=93483212","Odin, Father of the Aesir"
"1727118932-85","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=67098114","Loki, Lord of the Aesir"
"1727118935-86","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=90207654","Gullveig of the Nordic Ascendant"
"1727118939-87","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=50433147","The Nordic Lights"
"1727118942-88","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=55154048","Nordic Relic Draupnir"
"1727118945-89","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=3136426","Level Limit - Area B"
"1727118947-90","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=85742772","Gravity Bind"
"1727118949-91","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=86827882","Nordic Relic Megingjord"
"1727118952-92","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=89792713","Nordic Relic Laevateinn"
"1727118955-93","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=15286412","Nordic Relic Gungnir"
"1727118957-94","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=42793609","Nordic Relic Brisingamen"
"1727118959-95","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=14464864","Gleipnir, the Fetters of Fenrir"
"1727118962-96","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=61777313","Vanadis of the Nordic Ascendant"
"1727118965-97","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=40844552","Valkyrie of the Nordic Ascendant"
"1727118968-98","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=2333365","Tyr of the Nordic Champions"
"1727118971-99","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=15394083","Tanngrisnir of the Nordic Beasts"
"1727118973-100","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=14677495","Tanngnjostr of the Nordic Beasts"
"1727118976-101","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=77060848","Svartalf of the Nordic Alfar"
"1727118978-102","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=76348260","Mimir of the Nordic Ascendant"
"1727118981-103","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=73417207","Mara of the Nordic Alfar"
"1727118983-104","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=40666140","Ljosalf of the Nordic Alfar"
"1727118986-105","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=64203620","Jormungardr the Nordic Serpent"
"1727118989-106","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=41788781","Guldfaxe of the Nordic Beasts"
"1727118991-107","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=88283496","Garmr of the Nordic Beasts"
"1727118994-108","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=91697229","Fenrir the Nordic Wolf"
"1727118996-109","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=13455953","Dverg of the Nordic Alfar"
"1727118999-110","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Nordic Deck","https://ygoprodeck.com/deck/nordic-deck-31361","","https://ygoprodeck.com/card/?search=27024795","Alviss of the Nordic Alfar"
"1727119004-111","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=77538567","Dark Bribe"
"1727119006-112","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=51452091","Royal Decree"
"1727119009-113","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=8522996","The First Monarch"
"1727119012-114","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=62279055","Magic Cylinder"
"1727119015-115","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=43250041","Draining Shield"
"1727119017-116","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=79844764","The Monarchs Stormforth"
"1727119020-117","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=88851326","Legacy of the Duelist"
"1727119022-118","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=269012","Mound of the Bound Creator"
"1727119025-119","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=39913299","The True Name"
"1727119027-120","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=12580477","Raigeki"
"1727119029-121","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=52112003","Card Advance"
"1727119032-122","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=93749093","Marshmacaron"
"1727119034-123","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=21452275","Aroma Jar"
"1727119037-124","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=22567609","Nimble Momonga"
"1727119046-125","https://ygoprodeck.com/deck-search/?sort=Deck%20Views&offset=40","Winged Dragon of Ra Deck","https://ygoprodeck.com/deck/winged-dragon-of-ra-deck-28880","","https://ygoprodeck.com/card/?search=31305911","Marshmallon"
